관광지명,Group1,Group1_tag,group1_1,group1_1_tag,group1_2,group1_2_tag
고살리숲길,1,"['도보', '걷기', '자연', '등산', '경관', '친구', '맑음']",1.0,"['걷기', '등산', '친구']",0.0,"['맑음', '친구']"
곶자왈,1,"['도보', '걷기', '자연', '등산', '경관', '친구', '봄', '가을']",1.0,"['걷기', '등산', '봄', '가을', '친구']",0.0,['친구']
광령귤나무,1,"['자연', '경관']",0.0,,0.0,
구좌해안로,1,"['걷기', '등산', '맑음']",1.0,"['걷기', '등산']",0.0,['맑음']
"군산(군산오름,코메오름)",1,"['도보', '걷기', '자연', '등산', '경관', '오름', '친구', '맑음', '가을']",1.0,"['걷기', '등산', '가을', '오름', '친구']",0.0,"['맑음', '오름', '친구']"
그림그리는펜션,1,"['동반', '바비큐', '와이파이존', '보호', '단체', '가족']",0.0,,1.0,"['동반', '보호', '가족', '단체']"
금능이큐스테이호텔,1,['동반'],0.0,,1.0,['동반']
금악오름(왕매),1,"['도보', '걷기', '자연', '등산', '경관', '오름', '커플', '가을']",1.0,"['걷기', '등산', '가을', '오름', '커플']",0.0,"['커플', '오름']"
기독교순례길 1코스(순종의길),1,"['도보', '걷기', '등산', '봄', '가을']",1.0,"['걷기', '등산', '봄', '가을']",0.0,
기독교순례길 2코스(순교의길),1,"['도보', '걷기', '등산', '봄', '가을']",1.0,"['걷기', '등산', '봄', '가을']",0.0,
기독교순례길 3코스(사명의길),1,"['도보', '걷기', '봄', '가을']",1.0,"['걷기', '봄', '가을']",0.0,
기독교순례길 4코스(화해의길),1,"['도보', '걷기', '등산', '봄', '가을']",1.0,"['걷기', '등산', '봄', '가을']",0.0,
김녕 지질트레일,1,"['걷기', '자연', '등산', '경관', '친구', '맑음', '커플', '가을']",1.0,"['걷기', '등산', '가을', '친구', '커플']",0.0,"['맑음', '커플', '친구']"
납읍난대림 금산공원,1,"['걷기', '자연', '등산', '경관']",1.0,"['걷기', '등산']",0.0,
내창트레킹,1,"['걷기', '자연', '등산', '경관', '친구', '맑음']",1.0,"['걷기', '등산', '친구']",0.0,"['맑음', '친구']"
노을해안로,1,"['걷기', '자연', '등산', '경관', '가을']",1.0,"['걷기', '등산', '가을']",0.0,
누운오름(한림읍),1,"['도보', '걷기', '자연', '등산', '경관', '오름', '친구']",1.0,"['걷기', '등산', '오름', '친구']",0.0,"['오름', '친구']"
느지리오름(망오름),1,"['도보', '걷기', '자연', '등산', '경관', '오름', '맑음']",1.0,"['걷기', '등산', '오름']",0.0,"['맑음', '오름']"
다랑쉬오름(월랑봉),1,"['도보', '걷기', '자연', '등산', '경관', '오름', '친구', '가을']",1.0,"['걷기', '등산', '가을', '오름', '친구']",0.0,"['오름', '친구']"
달중이네펫호텔,1,['동반'],0.0,,1.0,['동반']
닭머르해안길,1,"['도보', '걷기', '등산', '맑음', '가을']",1.0,"['걷기', '등산', '가을']",0.0,['맑음']
"당산봉(당오름,차귀오름)",1,"['도보', '걷기', '자연', '등산', '경관', '오름', '가을']",1.0,"['걷기', '등산', '가을', '오름']",0.0,['오름']
당오름,1,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']"
당오름(안덕면),1,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
당오름(한경면),1,"['도보', '걷기', '자연', '등산', '경관', '오름', '맑음', '가을']",1.0,"['걷기', '등산', '가을', '오름']",0.0,"['맑음', '오름']"
"대수산봉(큰물뫼,물미오름)",1,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']"
더칠린,1,['동반'],0.0,,1.0,['동반']
도리미오름,1,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']"
독자봉,1,"['자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']"
돈대산,1,"['자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']"
돈대산산림휴양산책로,1,"['걷기', '자연', '등산', '경관', '맑음']",1.0,"['걷기', '등산']",0.0,['맑음']
돔박이오름 (동박악),1,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플', '가을']",1.0,"['가을', '오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']"
돔베낭길,1,"['도보', '걷기', '자연', '등산', '경관']",1.0,"['걷기', '등산']",0.0,
동거문이오름,1,"['도보', '걷기', '자연', '등산', '경관', '오름', '동반']",1.0,"['걷기', '등산', '오름']",0.0,"['동반', '오름']"
동백동산,1,"['걷기', '자연', '등산', '경관', '맑음', '봄']",1.0,"['걷기', '등산', '봄']",0.0,['맑음']
동알오름,1,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
돛오름,1,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
두맹이골목,1,"['걷기', '자연', '등산', '경관', '봄']",1.0,"['걷기', '등산', '봄']",0.0,
두산봉(말미오름),1,"['도보', '자연', '경관', '오름', '친구', '동반', '커플', '봄']",1.0,"['봄', '오름', '친구', '커플']",1.0,"['동반', '커플', '오름', '친구']"
둔지봉,1,"['걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
뒤굽은이오름,1,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']"
들렁모루 산책길,1,"['도보', '걷기', '자연', '등산', '경관', '맑음', '가을']",1.0,"['걷기', '등산', '가을']",0.0,['맑음']
디어마이프렌즈,1,['동반'],0.0,,1.0,['동반']
따라비오름,1,"['도보', '걷기', '자연', '등산', '경관', '오름', '친구', '동반', '가을']",1.0,"['걷기', '등산', '가을', '오름', '친구']",0.0,"['동반', '오름', '친구']"
라이프동물병원,1,['동반'],0.0,,1.0,['동반']
라임오렌지빌,1,"['동반', '바비큐', '가족']",0.0,,1.0,"['동반', '가족']"
레프트핸더 게스트하우스,1,"['동반', '와이파이존', '보호']",0.0,,1.0,"['동반', '보호']"
렛츠런팜 양귀비꽃,1,"['맑음', '봄']",1.0,['봄'],1.0,['맑음']
루씨쏜 아뜰리에,1,"['러닝', '홀리데이인', '가을']",1.0,['가을'],0.0,
리빙스톤펜션,1,"['동반', '바비큐', '단체', '가족']",0.0,,1.0,"['동반', '가족', '단체']"
리틀화이트,1,['동반'],0.0,,1.0,['동반']
마녀의언덕 펜션,1,"['동반', '바비큐', '단체']",0.0,,1.0,"['동반', '단체']"
마레카펜션,1,"['동반', '바비큐', '보호', '단체']",0.0,,1.0,"['동반', '보호', '단체']"
마복이오름,1,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
마오름(한경),1,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
망장포,1,"['자연', '경관', '친구', '커플']",1.0,"['친구', '커플']",1.0,"['커플', '친구']"
머체왓숲길,1,"['도보', '걷기', '자연', '경관', '커플', '봄']",1.0,"['걷기', '봄', '커플']",0.0,['커플']
명상가의집,1,"['동반', '와이파이존']",0.0,,1.0,['동반']
모구리오름,1,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
모라이,1,"['걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
모슬봉 (모슬개오름),1,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']"
몽몽까까,1,['동반'],0.0,,1.0,['동반']
묘산봉 (괴살메),1,"['자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']"
무릉곶자왈,1,"['도보', '걷기', '자연', '등산', '경관', '가을']",1.0,"['걷기', '등산', '가을']",0.0,
문도지오름 (문돗지),1,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
문석이오름 [출입제한 - 자연휴식년제 적용 중],1,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']"
물뫼힐링팜,1,"['자연', '경관', '러닝', '홀리데이인']",0.0,,0.0,
물영아리오름,1,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
물찻오름 [출입제한 - 자연휴식년제 적용 중],1,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
"미악산 (턥오름, 쌀오름, 솔오름)",1,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']"
민속해안로,1,"['걷기', '등산', '맑음']",1.0,"['걷기', '등산']",0.0,['맑음']
민오름(구좌읍),1,"['도보', '자연', '경관', '오름', '친구', '커플']",1.0,"['오름', '친구', '커플']",1.0,"['커플', '오름', '친구']"
민오름(봉개동),1,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
민오름(오라동),1,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']"
바다스케치,1,"['동반', '바비큐', '와이파이존', '보호', '단체', '가족']",0.0,,1.0,"['동반', '보호', '가족', '단체']"
바람모루,1,"['걷기', '자연', '등산', '경관']",1.0,"['걷기', '등산']",0.0,
바산올레 애견동반 펜션,1,"['자연', '경관', '동반', '바비큐', '와이파이존', '보호', '단체', '가족']",0.0,,1.0,"['동반', '보호', '가족', '단체']"
바우하우스,1,"['동반', '바비큐', '와이파이존', '보호', '가족']",0.0,,1.0,"['동반', '보호', '가족']"
발이오름,1,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
밧돌오름,1,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']"
백약이오름,1,"['도보', '걷기', '자연', '등산', '경관', '오름', '친구', '커플']",1.0,"['걷기', '등산', '오름', '친구', '커플']",0.0,"['커플', '오름', '친구']"
베릿네오름,1,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
별도봉,1,"['걷기', '자연', '등산', '경관', '오름', '봄']",1.0,"['걷기', '등산', '봄', '오름']",0.0,['오름']
병악현무암지대,1,"['걷기', '자연', '경관']",1.0,['걷기'],0.0,
"보롬이(하논, 화구구)",1,"['자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']"
볼레낭길,1,"['도보', '걷기', '자연', '등산', '경관']",1.0,"['걷기', '등산']",0.0,
봉구의간식,1,['동반'],0.0,,1.0,['동반']
봉구의간식제주롯데마트점,1,['동반'],0.0,,1.0,['동반']
봉글레산,1,"['걷기', '자연', '등산', '경관', '오름', '맑음']",1.0,"['걷기', '등산', '오름']",0.0,"['맑음', '오름']"
부대악오름,1,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
북오름,1,"['도보', '자연', '경관', '오름', '친구', '커플']",1.0,"['오름', '친구', '커플']",1.0,"['커플', '오름', '친구']"
붉은오름(성산읍),1,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']"
붉은오름(표선면),1,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']"
블란디야,1,"['동반', '올레', '바비큐', '보호']",0.0,['올레'],1.0,"['동반', '보호']"
비양도 연평리 야영지,1,"['자연', '경관', '맑음']",0.0,,1.0,['맑음']
사라봉,1,"['걷기', '자연', '등산', '경관', '오름', '친구']",1.0,"['걷기', '등산', '오름', '친구']",0.0,"['오름', '친구']"
사라오름,1,"['도보', '걷기', '자연', '등산', '경관', '오름', '커플']",1.0,"['걷기', '등산', '오름', '커플']",0.0,"['커플', '오름']"
사려니숲길,1,"['도보', '걷기', '자연', '등산', '경관', '친구', '커플', '봄']",1.0,"['걷기', '등산', '봄', '친구', '커플']",0.0,"['커플', '친구']"
사려니오름,1,"['도보', '걷기', '자연', '등산', '경관', '오름', '커플', '봄']",1.0,"['걷기', '등산', '봄', '오름', '커플']",0.0,"['커플', '오름']"
산굼부리,1,"['걷기', '자연', '등산', '경관', '오름', '친구', '맑음', '가을']",1.0,"['걷기', '등산', '가을', '오름', '친구']",0.0,"['맑음', '오름', '친구']"
산방산,1,"['걷기', '자연', '등산', '경관', '맑음', '봄', '가을']",1.0,"['걷기', '등산', '봄', '가을']",0.0,['맑음']
산방산 용머리해안 지질트레일,1,"['걷기', '자연', '등산', '경관', '친구', '맑음', '커플', '봄']",1.0,"['걷기', '등산', '봄', '친구', '커플']",0.0,"['맑음', '커플', '친구']"
산양큰엉곶,1,"['도보', '걷기', '자연', '등산', '경관', '가을']",1.0,"['걷기', '등산', '가을']",0.0,
산지천,1,"['걷기', '자연', '등산', '경관']",1.0,"['걷기', '등산']",0.0,
삼다수숲길 지질트레일,1,"['도보', '걷기', '자연', '등산', '경관', '봄']",1.0,"['걷기', '등산', '봄']",0.0,
삼화훈동물병원,1,['동반'],0.0,,1.0,['동반']
상추자항,1,"['친구', '맑음']",0.0,['친구'],1.0,"['맑음', '친구']"
상효원,1,"['맑음', '봄']",1.0,['봄'],1.0,['맑음']
새별오름,1,"['도보', '걷기', '자연', '등산', '경관', '오름', '동반', '봄']",1.0,"['걷기', '등산', '봄', '오름']",0.0,"['동반', '오름']"
샘이오름,1,"['도보', '걷기', '자연', '등산', '경관', '오름', '맑음']",1.0,"['걷기', '등산', '오름']",0.0,"['맑음', '오름']"
생이기정,1,"['걷기', '자연', '등산', '경관', '맑음', '가을']",1.0,"['걷기', '등산', '가을']",0.0,['맑음']
서광리 곶자왈생태탐방로,1,"['도보', '걷기', '등산']",1.0,"['걷기', '등산']",0.0,
서귀포 궁도장(천지정),1,"['자연', '경관', '친구', '커플']",1.0,"['친구', '커플']",1.0,"['커플', '친구']"
서귀포 늘바다 애견동반펜션,1,"['동반', '바비큐', '보호', '단체', '가족']",0.0,,1.0,"['동반', '보호', '가족', '단체']"
서귀포농업기술센터 제주농업생태원,1,"['자연', '경관']",0.0,,0.0,
서귀포치유의숲,1,"['도보', '걷기', '자연', '등산', '경관', '봄']",1.0,"['걷기', '등산', '봄']",0.0,
서우봉,1,"['걷기', '자연', '등산', '경관', '오름', '동반', '맑음', '봄']",1.0,"['걷기', '등산', '봄', '오름']",0.0,"['동반', '맑음', '오름']"
선족이오름(알선족이),1,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
섯알오름,1,"['도보', '자연', '경관', '오름', '친구', '커플']",1.0,"['오름', '친구', '커플']",1.0,"['커플', '오름', '친구']"
성널오름 (성판악),1,"['도보', '걷기', '자연', '등산', '경관', '오름', '봄']",1.0,"['걷기', '등산', '봄', '오름']",0.0,['오름']
성불오름,1,"['도보', '자연', '경관', '오름', '친구', '커플']",1.0,"['오름', '친구', '커플']",1.0,"['커플', '오름', '친구']"
성산풀하우스,1,"['동반', '바비큐', '와이파이존', '보호', '단체', '가족']",0.0,,1.0,"['동반', '보호', '가족', '단체']"
성산항,1,['맑음'],0.0,,1.0,['맑음']
세미오름(삼의양오름),1,"['도보', '자연', '경관', '오름', '친구', '커플']",1.0,"['오름', '친구', '커플']",1.0,"['커플', '오름', '친구']"
세미오름(샘이오름),1,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
세화항,1,"['자연', '경관', '맑음']",0.0,,1.0,['맑음']
소노벨제주,1,['동반'],0.0,,1.0,['동반']
소노캄제주,1,['동반'],0.0,,1.0,['동반']
소병악 (족은오름),1,"['도보', '자연', '경관', '오름', '친구', '맑음']",0.0,"['오름', '친구']",1.0,"['맑음', '오름', '친구']"
손지오름,1,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
수월봉 지질트레일,1,"['걷기', '자연', '등산', '경관', '친구', '맑음', '가을']",1.0,"['걷기', '등산', '가을', '친구']",0.0,"['맑음', '친구']"
쉼멍스테이,1,['동반'],0.0,,1.0,['동반']
스위트모텔,1,"['동반', '와이파이존']",0.0,,1.0,['동반']
슬리핑라이언,1,"['자연', '오름', '러닝', '홀리데이인', '가을']",1.0,"['가을', '오름']",0.0,['오름']
시루네펜션,1,['동반'],0.0,,1.0,['동반']
신산공원,1,"['걷기', '자연', '등산', '경관', '봄']",1.0,"['걷기', '등산', '봄']",0.0,
신양항(하추자항),1,"['맑음', '올레']",1.0,['올레'],1.0,['맑음']
싱계물 공원,1,"['자연', '경관']",0.0,,0.0,
아끈다랑쉬,1,"['걷기', '자연', '등산', '경관', '오름', '가을']",1.0,"['걷기', '등산', '가을', '오름']",0.0,['오름']
아뜨네통나무펜션,1,"['동반', '바비큐', '와이파이존', '보호']",0.0,,1.0,"['동반', '보호']"
아띠스떼21,1,"['러닝', '홀리데이인']",0.0,,0.0,
아라i동물병원,1,['동반'],0.0,,1.0,['동반']
아란치아,1,"['동반', '바비큐']",0.0,,1.0,['동반']
아부오름,1,"['도보', '자연', '경관', '오름', '친구', '동반', '맑음', '커플', '봄', '가을']",1.0,"['봄', '가을', '오름', '친구', '커플']",1.0,"['동반', '맑음', '커플', '오름', '친구']"
아지트포독,1,['동반'],0.0,,1.0,['동반']
안돌오름,1,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']"
"안세미 (명도오름,明道岳)",1,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
"알밤(알바매기, 알밤오름)",1,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']"
알오름(성산읍),1,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']"
알오름(표선면),1,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
알진오름(안친오름),1,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']"
애견동반 상추네,1,"['동반', '바비큐', '가족']",0.0,,1.0,"['동반', '가족']"
애월한담해안산책로,1,"['걷기', '자연', '등산', '경관', '친구', '동반', '맑음', '봄']",1.0,"['걷기', '등산', '봄', '친구']",0.0,"['동반', '맑음', '친구']"
어리목계곡,1,"['자연', '경관', '가을']",1.0,['가을'],0.0,
어승생,1,"['걷기', '자연', '등산', '경관', '친구']",1.0,"['걷기', '등산', '친구']",0.0,['친구']
엉덩물계곡,1,"['자연', '경관', '친구', '맑음', '커플', '올레', '봄']",1.0,"['봄', '친구', '올레', '커플']",0.0,"['맑음', '커플', '친구']"
엉알해안산책로,1,"['걷기', '자연', '등산', '경관', '맑음', '커플', '가을']",1.0,"['걷기', '등산', '가을', '커플']",0.0,"['맑음', '커플']"
에메랄드하우스,1,"['동반', '바비큐']",0.0,,1.0,['동반']
에퀴녹스 드 협재,1,['동반'],0.0,,1.0,['동반']
엔젤하우스,1,"['동반', '보호', '단체']",0.0,,1.0,"['동반', '보호', '단체']"
엠버퓨어힐호텔&리조트,1,['동반'],0.0,,1.0,['동반']
열리해안길,1,"['도보', '친구', '맑음', '커플', '올레']",1.0,"['친구', '올레', '커플']",1.0,"['맑음', '커플', '친구']"
영주산,1,"['걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
영천악(영천오름),1,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']"
예이츠산장,1,"['동반', '바비큐', '와이파이존']",0.0,,1.0,['동반']
예절이오름(여절악),1,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플', '봄', '가을']",1.0,"['봄', '가을', '오름', '친구', '커플']",0.0,"['맑음', '커플', '오름', '친구']"
예초리기정길,1,"['도보', '걷기', '자연', '등산', '경관']",1.0,"['걷기', '등산']",0.0,
옛마을펜션,1,['동반'],0.0,,1.0,['동반']
오라동 청보리-메밀꽃밭,1,"['자연', '경관', '친구', '맑음', '커플', '봄', '가을']",1.0,"['봄', '가을', '친구', '커플']",0.0,"['맑음', '커플', '친구']"
오롯바이에퀴녹스,1,['동반'],0.0,,1.0,['동반']
오후 세시의 고양이,1,"['러닝', '홀리데이인']",0.0,,0.0,
온더스톤펜션,1,"['동반', '바비큐', '가족']",0.0,,1.0,"['동반', '가족']"
올레여행자센터,1,"['도보', '친구', '커플', '올레']",1.0,"['친구', '올레', '커플']",0.0,"['커플', '친구']"
올레해오름펜션,1,"['동반', '바비큐', '와이파이존', '보호', '단체', '가족']",0.0,,1.0,"['동반', '보호', '가족', '단체']"
옵데가바이에퀴녹스,1,['동반'],0.0,,1.0,['동반']
용눈이오름,1,"['도보', '걷기', '자연', '등산', '경관', '오름', '친구', '가을']",1.0,"['걷기', '등산', '가을', '오름', '친구']",0.0,"['오름', '친구']"
용담/용두암 해안도로,1,"['자연', '경관', '맑음', '커플', '가을']",1.0,"['가을', '커플']",1.0,"['맑음', '커플']"
웁스마이독,1,['동반'],0.0,,1.0,['동반']
"웃밤(웃바매기,웃밤오름)",1,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
웃세오름(누운오름),1,"['도보', '걷기', '자연', '등산', '경관', '오름', '친구']",1.0,"['걷기', '등산', '오름', '친구']",0.0,"['오름', '친구']"
웃세오름(족은오름),1,"['도보', '걷기', '자연', '등산', '경관', '오름', '친구']",1.0,"['걷기', '등산', '오름', '친구']",0.0,"['오름', '친구']"
원당봉,1,"['걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
월나봉(도래오름),1,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']"
월라봉(효돈),1,"['자연', '등산', '경관', '오름']",1.0,"['등산', '오름']",0.0,['오름']
웨스티하우스,1,"['동반', '바비큐', '보호', '가족']",0.0,,1.0,"['동반', '보호', '가족']"
윗세오름(웃세오름),1,"['도보', '걷기', '자연', '등산', '경관', '오름', '친구']",1.0,"['걷기', '등산', '오름', '친구']",0.0,"['오름', '친구']"
유건에오름,1,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
이도씨동물의료센터,1,['동반'],0.0,,1.0,['동반']
이루다동물병원,1,['동반'],0.0,,1.0,['동반']
이승이오름(이승악),1,"['도보', '자연', '경관', '오름']",1.0,['오름'],1.0,['오름']
이중섭거리,1,"['걷기', '등산', '맑음', '커플', '가을']",1.0,"['걷기', '등산', '가을', '커플']",0.0,"['맑음', '커플']"
인더 하우스,1,"['동반', '바비큐', '와이파이존', '보호', '단체']",0.0,,1.0,"['동반', '보호', '단체']"
일이오구스튜디오,1,['동반'],0.0,,1.0,['동반']
입산봉(삿갓오름),1,"['도보', '자연', '경관', '오름', '친구', '맑음']",0.0,"['오름', '친구']",1.0,"['맑음', '오름', '친구']"
"자배봉(자배오름,망오름)",1,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
장생의 숲길,1,"['도보', '걷기', '자연', '등산', '경관']",1.0,"['걷기', '등산']",0.0,
장전리 벚꽃축제길,1,"['도보', '걷기', '등산', '경관', '맑음', '커플', '봄']",1.0,"['걷기', '등산', '봄', '커플']",0.0,"['맑음', '커플']"
"저지오름(닥몰오름,새오름)",1,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름']
전농로 서사라문화거리,1,"['걷기', '등산', '맑음', '봄']",1.0,"['걷기', '등산', '봄']",0.0,['맑음']
절물오름(큰대나),1,"['도보', '걷기', '자연', '등산', '경관', '오름', '친구', '커플', '봄']",1.0,"['걷기', '등산', '봄', '오름', '친구', '커플']",0.0,"['커플', '오름', '친구']"
