이름,주소,주소2,위도,경도,구분
일이오구스튜디오,제주특별자치도 서귀포시 성산읍 난산로27번길 17,성산읍 난산리,33.3992833409892,126.871994036184,45
일이오구스튜디오,제주특별자치도 서귀포시 성산읍 난산로27번길 17,성산읍 난산리,33.3992833409892,126.871994036184,51
일출랜드,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,성산읍 삼달리,33.3849993747039,126.839859897606,32
일출랜드아트센터,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,성산읍 삼달리,33.3849993747039,126.839859897606,22
임문숙가족헛묘,제주특별자치도 서귀포시 안덕면 동광리 807-4,안덕면 동광리,33.3090097791063,126.340569987948,52
입산봉(삿갓오름),제주특별자치도 제주시 구좌읍 김녕리 1033-19,구좌읍 김녕리,33.5490364467221,126.755626096767,12
자구내포구,제주특별자치도 제주시 한경면 고산리,한경면 고산리,33.2916117743137,126.168933783656,22
자구리공원,제주특별자치도 서귀포시 칠십리로 145,서귀동,33.2443792573728,126.568940792596,22
자리왓,제주특별자치도 제주시 애월읍 봉성리 1417-1,애월읍 봉성리,33.4034428029671,126.328433278143,52
"자배봉(자배오름,망오름)",제주특별자치도 서귀포시 남원읍 위미리 산 132-1,남원읍 위미리,33.3015304901607,126.675978662543,11
자연인,제주특별자치도 제주시 아란서길 110,아라일동,33.4687254010892,126.539956497336,47
잠수타기다이브클럽,제주특별자치도 서귀포시 천지연로41번길 7,서귀동,33.2419067517381,126.561599693025,45
장생의숲길,제주특별자치도 제주시 명림로 584,봉개동,33.4400488067904,126.625203401207,11
장전리벚꽃축제길,제주특별자치도 제주시 애월읍 광상로 403,애월읍 장전리,33.4432745956225,126.390602017496,11
저지예술인마을,제주특별자치도 제주시 한경면 저지14길 28-4,한경면 저지리,33.3395129599022,126.267118243335,41
"저지오름(닥몰오름,새오름)",제주특별자치도 제주시 한경면 저지리 산 51,한경면 저지리,33.3329735875886,126.250964202473,11
전농로서사라문화거리,제주특별자치도 제주시 서사로7길 27,삼도이동,33.5065875045829,126.52237166739,11
전농로서사라문화거리,제주특별자치도 제주시 서사로7길 27,삼도이동,33.5065875045829,126.52237166739,52
절물오름(큰대나),제주특별자치도 제주시 명림로 584 일대,봉개동,33.4400488067904,126.625203401207,11
절부암,제주특별자치도 제주시 한경면 용수3길 22,한경면 용수리,33.3239310751447,126.167200915927,21
점보빌리지,제주특별자치도 서귀포시 안덕면 평화로 319번길 31-11,안덕면 서광리,33.2762482071001,126.305080525176,32
정모시쉼터,제주특별자치도 서귀포시 부두로5번길 9,서귀동,33.2447148448718,126.566192015368,22
정물오름,제주특별자치도 제주시 한림읍 금악리 산 52-1,한림읍 금악리,33.3379310064678,126.329915145767,12
정방폭포,제주특별자치도 서귀포시 칠십리로214번길 37,동홍동,33.2447479528836,126.573050130319,21
정의향교,제주특별자치도 서귀포시 표선면 성읍서문로 14,표선면 성읍리,33.386875270599,126.800070084623,22
정의현일관헌,제주특별자치도 서귀포시 표선면 성읍리 690,표선면 성읍리,33.3882578544114,126.800937494585,52
정주항,제주특별자치도 제주시 조천읍 함덕리,조천읍 함덕리,33.5343347298539,126.66409595919,12
정주항,제주특별자치도 제주시 조천읍 함덕리,조천읍 함덕리,33.5343347298539,126.66409595919,23
정주항,제주특별자치도 제주시 조천읍 함덕리,조천읍 함덕리,33.5343347298539,126.66409595919,43
정주항,제주특별자치도 제주시 조천읍 함덕리,조천읍 함덕리,33.5343347298539,126.66409595919,52
제라진어드벤쳐,제주특별자치도 제주시 조천읍 선교로 33,조천읍 선흘리,33.4871768106647,126.715971544248,46
제라펫,제주특별자치도 제주시 용담로20길 28,용담일동,33.5078350728313,126.51343777476,45
제로스테이션(제로포인트트레일),제주특별자치도 제주시 산지로 25 2층,건입동,33.514738716495,126.529207555026,41
제원한의원,제주특별자치도 제주시 신대로14길 36 2층,연동,33.4879358115551,126.492806172636,33
제원한의원,제주특별자치도 제주시 신대로14길 36 2층,연동,33.4879358115551,126.492806172636,46
제이앤승마클럽,제주특별자치도 제주시 해안마을7길 211,해안동,33.4460760834488,126.46898324233,45
제이원카트클럽,제주특별자치도 제주시 연북로 424,도남동,33.479814478159,126.526567474103,46
제이펜션,제주특별자치도 서귀포시 안덕면 화순서서로64번길 20,안덕면 화순리,33.2552541623106,126.33117292109,12
제이펜션,제주특별자치도 서귀포시 안덕면 화순서서로64번길 20,안덕면 화순리,33.2552541623106,126.33117292109,21
제이펜션,제주특별자치도 서귀포시 안덕면 화순서서로64번길 20,안덕면 화순리,33.2552541623106,126.33117292109,45
제이펜션,제주특별자치도 서귀포시 안덕면 화순서서로64번길 20,안덕면 화순리,33.2552541623106,126.33117292109,51
제이홀스클럽,제주특별자치도 제주시 월산남길 284,해안동,33.4499827034001,126.471981563805,45
제주더팔팔농장,제주특별자치도 서귀포시 성산읍 독자봉로60번길 20,성산읍 신산리,33.3857023201453,126.871189068625,22
제주더팔팔농장,제주특별자치도 서귀포시 성산읍 독자봉로60번길 20,성산읍 신산리,33.3857023201453,126.871189068625,41
제주삼양동유적,제주특별자치도 제주시 선사로2길 13 (삼양일동),삼양일동,33.5235045849897,126.587999545909,32
제주샘주,제주특별자치도 제주시 애월읍 애원로 283,애월읍 상가리,33.4447875750448,126.337530129204,45
제주에코스위츠펜션,제주특별자치도 서귀포시 중문상로 207-13,중문동,33.2654003297104,126.427737150454,45
제주이호털보배낚시,제주시 테우해안로 146,이호일동,33.4971878861937,126.449346379145,42
제주카약올레,제주시 애월읍 애월로1길 22,애월읍 애월리,33.4623287239726,126.310472392965,42
제주카카오캠핑,제주특별자치도 제주시 일주서로 7867,연동,33.4941024482144,126.487311827803,42
제주캘리아트,제주특별자치도 제주시 남성로23길 6,삼도이동,33.5097262314379,126.521722114797,45
제주토이승마장,제주특별자치도 서귀포시 안덕면 동광로 265-14,안덕면 동광리,33.3183160938827,126.345123051543,45
제주패러글라이딩스쿨,"제주특별자치도 제주시 신선길 17-6, 일도주택3층(일도2동)",일도이동,33.5105063311609,126.530168455797,42
제주4.3평화공원,제주특별자치도 제주시 명림로 430,봉개동,33.4498255893617,126.617747685632,23
제주4.3평화공원,제주특별자치도 제주시 명림로 430,봉개동,33.4498255893617,126.617747685632,32
제주901,제주특별자치도 제주시 1100로 2977-10,노형동,33.453014510216,126.486211976477,13
제주901,제주특별자치도 제주시 1100로 2977-10,노형동,33.453014510216,126.486211976477,22
제주901,제주특별자치도 제주시 1100로 2977-10,노형동,33.453014510216,126.486211976477,31
제주가구공방,제주특별자치도 제주시 도련6길 75,도련일동,33.5109445673373,126.57810878656,45
제주고산리유적,제주특별자치도 제주시 한경면 노을해안로 1100,한경면 고산리,33.3041190488064,126.166211640497,52
제주공룡랜드[휴장중],제주특별자치도 제주시 애월읍 광령평화2길 1,애월읍 광령리,33.4427760245733,126.432360687436,32
제주곶자왈도립공원,제주특별자치도 서귀포시 대정읍 에듀시티로 178,대정읍 보성리,33.2832221526695,126.273571694591,11
제주교육박물관,제주특별자치도 제주시 오복 4길 25,이도이동,33.4943857813367,126.53830183736,32
제주국제공항,제주특별자치도 제주시 공항로 2,용담이동,33.5059364682672,126.495951277797,32
제주국제공항(정뜨르비행장),제주특별자치도 제주시 공항로 2,용담이동,33.5059364682672,126.495951277797,52
제주국제예술센터,제주특별자치도 서귀포시 대정읍 서삼중로 117,대정읍 무릉리,33.2720409326611,126.199583938384,32
제주국제컨벤션센터icc,제주특별자치도 서귀포시 중문관광로 224,중문동,33.2412896364104,126.424442899565,21
제주국제컨벤션센터icc,제주특별자치도 서귀포시 중문관광로 224,중문동,33.2412896364104,126.424442899565,32
제주국제평화센터,제주특별자치도 서귀포시 중문 관광로 227-24,중문동,33.2443883813113,126.422022289797,32
제주글램핑(무한자미향),제주특별자치도 제주시 구좌읍 중산간동로 1921,구좌읍 덕천리,33.4819880497642,126.751994413622,42
제주기독교순례길,제주특별자치도 제주시 애월읍 금성하안길 3,애월읍 금성리,33.4465346819647,126.302688575931,11
제주기와,제주특별자치도 제주시 애월읍 광령남4길 45-1,애월읍 광령리,33.4511312379133,126.425421728321,31
제주김녕미로공원,제주특별자치도 제주시 구좌읍 만장굴길 122,구좌읍 김녕리,33.5362520811345,126.772020633232,23
제주난타,제주특별자치도 제주시 선돌목동길 56-26,오등동,33.4458273484614,126.547910362525,23
제주농업학교옛터,제주특별자치도 제주시 전농로 100,삼도일동,33.5040808309281,126.523758884249,52
제주다,제주특별자치도 제주시 애월읍 납읍남로 65,애월읍 납읍리,33.4312392981937,126.329293480242,41
제주다원녹차미로공원,제주특별자치도 서귀포시 산록남로 1258,색달동,33.2937131964849,126.422468752111,32
제주다이브체험다이빙,제주특별자치도 서귀포시 월드컵로 84,강정동,33.2421701366696,126.50485572611,46
제주대학교가는길,제주특별자치도 제주시 제주대학로 102,아라일동,33.4572369752041,126.56429389472,11
제주대학교병원,제주특별자치도 제주시 아란13길 15,아라일동,33.4672085209581,126.545201028535,33
제주대학교병원,제주특별자치도 제주시 아란13길 15,아라일동,33.4672085209581,126.545201028535,46
제주댕댕스푼,제주특별자치도 제주시 구좌읍 동복로 5,구좌읍 동복리,33.5535195314173,126.706864917581,31
제주도립김창열미술관,제주 제주시 한림읍 용금로 883-5,한림읍 월림리,33.3390713180748,126.268671721329,32
제주돌마을공원,제주특별자치도 제주시 한림읍 금능남로 421,한림읍 금능리,33.3537840748852,126.253692271452,41
제주돌문화공원,제주특별자치도 제주시 조천읍 남조로 2023,조천읍 교래리,33.4513645690599,126.656710998359,32
제주돌창고,제주특별자치도 제주시 한경면 조수7길 8,한경면 조수리,33.3370930657094,126.233568586711,31
제주동백수목원,제주특별자치도 서귀포시 남원읍 위미리 927,남원읍 위미리,33.2749750699562,126.677991931671,21
제주라프짚라인,제주특별자치도 제주시 조천읍 선교로 117,조천읍 선흘리,33.4869065606552,126.706132319352,41
제주러브랜드,제주특별자치도 제주시 1100로 2894-72,연동,33.4518907416732,126.488868982382,32
제주레이크힐스컨트리클럽,제주특별자치도 서귀포시 산록남로 1391 (중문동),중문동,33.2971177279609,126.435385898389,48
제주레일바이크,제주특별자치도 제주시 구좌읍 용눈이오름로 641,구좌읍 종달리,33.464318039397,126.836601057516,21
제주레포츠랜드,제주특별자치도 제주시 조천읍 와흘상서2길 47,조천읍 와흘리,33.4823230001288,126.638727275764,41
제주롯데스카이힐컨트리클럽,제주특별자치도 서귀포시 상예로 530,색달동,33.2872722238503,126.405279081697,46
제주만주,제주특별자치도 제주시 애월읍 일주서로 6707 (신엄리) 1층,애월읍 신엄리,33.4721188425881,126.368630286254,31
제주만주,제주특별자치도 제주시 애월읍 일주서로 6707 (신엄리) 1층,애월읍 신엄리,33.4721188425881,126.368630286254,51
제주목관아,제주특별자치도 제주시 관덕로 25,삼도이동,33.5140017079857,126.521803855242,52
제주문예회관,제주특별자치도 제주시 동광로 69,일도이동,33.5044439719241,126.535172425694,32
제주미래교육연구원과학탐구체험장,제주특별자치도 제주시 산록북로 421,오라이동,33.4262196998869,126.531856332867,32
제주미래교육연구원과학탐구체험장,제주특별자치도 제주시 산록북로 421,오라이동,33.4262196998869,126.531856332867,43
제주민속식품,제주특별자치도 제주시 구좌읍 번영로 2178,구좌읍 송당리,33.4279157829689,126.750973562959,46
제주민속촌,제주특별자치도 서귀포시 표선면 민속해안로 631-34,표선면 표선리,33.3212871409308,126.843088213207,32
제주민속촌,제주특별자치도 서귀포시 표선면 민속해안로 631-34,표선면 표선리,33.3212871409308,126.843088213207,51
제주바다체험장,제주특별자치도 제주시 구좌읍 동복리 608-3,구좌읍 동복리,33.5546728602452,126.721836813919,43
제주바다하늘패러투어,제주특별자치도 제주시 한림읍 한창로 1295,한림읍 금악리,33.3569134413186,126.296789669877,45
제주베니스랜드,제주특별자치도 서귀포시 성산읍 서성일로 474,성산읍 난산리,33.4153964214942,126.840702498409,32
제주베스트힐,제주특별자치도 제주시 조천읍 남조로 2109-38,조천읍 교래리,33.454006914774,126.657661087959,41
제주베스트힐펜션&글램핑,제주특별자치도 제주시 조천읍 남조로 2109-36,조천읍 교래리,33.4538358411547,126.657712205208,47
제주별빛누리공원,제주특별자치도 제주시 선돌목동길 60,오등동,33.4445760623461,126.549186119712,32
제주불교성지순례길절로가는길-보시의길,제주특별자치도 제주시 애월읍 수산곰솔길 56,애월읍 수산리,33.4734719036244,126.385903715484,11
제주불교성지순례길절로가는길-인욕의길,제주특별자치도 제주시 산록북로 660,아라일동,33.4217203735021,126.558750751081,11
제주불교성지순례길절로가는길-인욕의길,제주특별자치도 제주시 산록북로 660,아라일동,33.4217203735021,126.558750751081,52
제주불교성지순례길절로가는길-정진의길,제주특별자치도 서귀포시 영실로 246 (하원동),하원동,33.3401037178534,126.480513093074,11
제주불교성지순례길절로가는길-정진의길,제주특별자치도 서귀포시 영실로 246 (하원동),하원동,33.3401037178534,126.480513093074,52
제주불교성지순례길절로가는길-지계의길,제주특별자치도 제주시 서연길 10,연동,33.4972850293139,126.499833143944,11
제주불교성지순례길절로가는길-지계의길,제주특별자치도 제주시 서연길 10,연동,33.4972850293139,126.499833143944,52
제주불교성지순례길절로가는길-선정의길,제주특별자치도 서귀포시 516로771번길 59,상효동,33.3199731935031,126.593109341023,11
제주불빛정원테마파크,제주특별자치도 제주시 애월읍 평화로 2346,애월읍 유수암리,33.4225978482836,126.408965433887,22
제주불빛정원테마파크,제주특별자치도 제주시 애월읍 평화로 2346,애월읍 유수암리,33.4225978482836,126.408965433887,41
제주블루앤씨펜션,제주특별자치도 서귀포시 성산읍 서성일로 188-18,성산읍 삼달리,33.4027809018131,126.814657454138,12
제주블루앤씨펜션,제주특별자치도 서귀포시 성산읍 서성일로 188-18,성산읍 삼달리,33.4027809018131,126.814657454138,21
제주블루앤씨펜션,제주특별자치도 서귀포시 성산읍 서성일로 188-18,성산읍 삼달리,33.4027809018131,126.814657454138,45
제주블루앤씨펜션,제주특별자치도 서귀포시 성산읍 서성일로 188-18,성산읍 삼달리,33.4027809018131,126.814657454138,51
제주빅볼랜드,제주특별자치도 제주시 구좌읍 송당리 산164-4,구좌읍 송당리,33.4427392980462,126.775209483449,43
제주샘주영농협동조합,제주특별자치도 제주시 애월읍 애원로 283,애월읍 상가리,33.4447875750448,126.337530129204,31
제주샘주영농협동조합,제주특별자치도 제주시 애월읍 애원로 283,애월읍 상가리,33.4447875750448,126.337530129204,46
제주성지,제주특별자치도 제주시 오현길 61,이도일동,33.5101519224494,126.525509986825,52
제주세계자연유산센터,제주특별자치도 제주시 조천읍 선교로 569-36(선흘리 478),조천읍 선흘리,33.4569198735739,126.714752055141,32
제주센트럴파크,제주특별자치도 제주시 조천읍 비자림로 606,조천읍 교래리,33.4342518991442,126.67491334424,32
제주술익는집,제주특별자치도 서귀포시 표선면 중산간동로 4726,표선면 성읍리,33.3849602978721,126.793773142145,45
제주스런서귀포점,제주특별자치도 서귀포시 중산간서로356번길 42,도순동,33.2626293479106,126.475101307483,45
제주스럽닭서귀포올레점,제주특별자치도 서귀포시 태평로 396,서귀동,33.2442707238192,126.562619911546,31
제주스럽닭서귀포올레점,제주특별자치도 서귀포시 태평로 396,서귀동,33.2442707238192,126.562619911546,51
제주스쿠터여행,제주시 서광로 164,오라일동,33.4998454641331,126.513833518346,43
제주승마공원,제주특별자치도 제주시 애월읍 녹고메길 152-1,애월읍 유수암리,33.405112650286,126.406064378018,45
제주시충혼묘지4·3추모비(박진경추도비),제주특별자치도 제주시 노형동 산 19-2,노형동,33.4117938658122,126.491828714548,52
제주신화전설탐방로,제주특별자치도 서귀포시 안덕면 녹차분재로 218,안덕면 서광리,33.3042074038577,126.299661501283,22
제주실탄사격장,제주특별자치도 서귀포시 소보리당로 164번길 62(상예동),상예동,33.2636756453599,126.385571236937,41
제주아리랑NEW혼,제주특별자치도 서귀포시 표선면 번영로 2564-21,표선면 성읍리,33.4026984441641,126.778645672817,32
제주아리온승마장,제주특별자치도 서귀포시 안덕면 신화역사로403번길 79,안덕면 동광리,33.3110233343935,126.334010072004,45
제주아세안홀,제주특별자치도 서귀포시 중문관광로 227-24,중문동,33.2443883813113,126.422022289797,32
제주아트서커스,제주특별자치도 서귀포시 안덕면 동광로 214,안덕면 동광리,33.3143857369778,126.344819225234,32
제주아트센터,제주특별자치도 제주시 오남로 231,오라이동,33.4751044039984,126.515518585296,32
제주아트센터,제주특별자치도 제주시 오남로 231,오라이동,33.4751044039984,126.515518585296,52
제주안전체험관,제주특별자치도 제주시 애월읍 평화로 1885,애월읍 어음리,33.3941329629315,126.373428424672,32
제주앓이,제주특별자치도 서귀포시 일주서로 166-56,강정동,33.255131637196,126.491510501182,12
제주애견학교,제주특별자치도 제주시 삼의영길 72,아라일동,33.4619198141948,126.553529356805,45
제주애단비,제주특별자치도 제주시 한림읍 어도봉남길 4,한림읍 귀덕리,33.4179915971704,126.301873517113,12
제주애단비,제주특별자치도 제주시 한림읍 어도봉남길 4,한림읍 귀덕리,33.4179915971704,126.301873517113,23
제주애물들다,제주특별자치도 제주시 한경면 고조로 492-8,한경면 조수리,33.3292595000181,126.221528012758,12
제주애빛나다,제주특별자치도 제주시 한경면 고조로 492-6,한경면 조수리,33.3293935392071,126.22160984267,12
제주애빛나다,제주특별자치도 제주시 한경면 고조로 492-6,한경면 조수리,33.3293935392071,126.22160984267,21
제주애빛나다,제주특별자치도 제주시 한경면 고조로 492-6,한경면 조수리,33.3293935392071,126.22160984267,45
제주애빛나다,제주특별자치도 제주시 한경면 고조로 492-6,한경면 조수리,33.3293935392071,126.22160984267,51
제주애설레다,제주특별자치도 제주시 한경면 고조로 492-4,한경면 조수리,33.3295343876943,126.221684845925,12
제주애설레다,제주특별자치도 제주시 한경면 고조로 492-4,한경면 조수리,33.3295343876943,126.221684845925,21
제주애설레다,제주특별자치도 제주시 한경면 고조로 492-4,한경면 조수리,33.3295343876943,126.221684845925,45
제주애설레다,제주특별자치도 제주시 한경면 고조로 492-4,한경면 조수리,33.3295343876943,126.221684845925,51
제주야자원,제주특별자치도 서귀포시 표선면 풍천로273번길 143-13,표선면 하천리,33.3605328191053,126.82511060501,12
제주양떼목장,제주특별자치도 제주시 애월읍 도치돌길 289-13,애월읍 납읍리,33.4113577044158,126.365216349094,33
제주양떼목장,제주특별자치도 제주시 애월읍 도치돌길 289-13,애월읍 납읍리,33.4113577044158,126.365216349094,41
제주어울림감귤체험농장,제주특별자치도 서귀포시 성산읍 서성일로 809,성산읍 수산리,33.4362773028823,126.867235940097,41
제주에인감귤밭,제주특별자치도 서귀포시 호근서호로 20-14,호근동,33.2565639053308,126.539005539531,31
제주에인감귤밭,제주특별자치도 서귀포시 호근서호로 20-14,호근동,33.2565639053308,126.539005539531,51
제주여가마을,제주특별자치도 제주시 조천읍 조와로 360,조천읍 와흘리,33.5045523229222,126.635790084173,41
제주오누이,제주특별자치도 제주시 구좌읍 해맞이해안로 972,구좌읍 한동리,33.5428678602753,126.827855448945,31
제주오렌지,제주특별자치도 서귀포시 남원읍 서성로 684-5,남원읍 한남리,33.3258137356232,126.669690479513,32
제주오렌지,제주특별자치도 서귀포시 남원읍 서성로 684-5,남원읍 한남리,33.3258137356232,126.669690479513,41
제주오름승마랜드,조천읍 번영로 1734-15,조천읍 선흘리,33.4489793018415,126.713448589628,48
제주올레1-1코스,제주특별자치도 제주시 우도면 연평리 2473-1,우도면 연평리,33.505857955496,126.941694616074,11
제주올레10-1코스,제주특별자치도 서귀포시 대정읍 가파리 298,대정읍 가파리,33.1701048199209,126.269642254442,11
제주올레10코스,제주특별자치도 서귀포시 대정읍 상모리 산 2-27,대정읍 상모리,33.2016817579066,126.287486518024,11
제주올레11코스,제주특별자치도 서귀포시 대정읍 동일리 3168,대정읍 동일리,33.243971793525,126.250572720621,11
제주올레12코스,제주특별자치도 서귀포시 대정읍 신도리 2883-2,대정읍 신도리,33.2863665524002,126.171526712767,11
제주올레13코스,제주특별자치도 제주시 한경면 조수리 2137-2,한경면 조수리,33.3288443258721,126.212177454349,11
제주올레14-1코스,제주특별자치도 서귀포시 안덕면 서광리 산 50-22,안덕면 서광리,33.3049180687935,126.28868100963,11
제주올레14코스,제주특별자치도 제주시 한림읍 월령리 산 9-15,한림읍 월령리,33.3712829705429,126.224732526288,11
제주올레15-A코스,제주특별자치도 제주시 애월읍 납읍리 2695-5,애월읍 납읍리,33.4302324019451,126.319281287473,11
제주올레15-B코스,제주특별자치도 제주시 한림읍 한림해안로 192,한림읍 대림리,33.4190719416228,126.262556423505,11
제주올레16코스,제주특별자치도 제주시 애월읍 고내리 1111-2,애월읍 고내리,33.4669082672378,126.337847791249,11
제주올레17코스,제주특별자치도 제주시 도두1동 2612-1,도두일동,33.5052435154679,126.468217634765,11
제주올레18-1코스,제주특별자치도 제주시 추자면 묵리 산 133,추자면 묵리,33.9518718453954,126.307710882585,11
제주올레18코스,제주특별자치도 제주시 삼양1동 1131-2,삼양일동,33.5286552757978,126.596319573991,11
제주올레19코스,제주특별자치도 제주시 조천읍 북촌리 2688,조천읍 북촌리,33.5471431364891,126.691765528086,11
제주올레1코스,제주특별자치도 서귀포시 성산읍 오조리 396-1,성산읍 오조리,33.4719462335019,126.914913979618,11
제주올레20코스,제주특별자치도 제주시 구좌읍 행원동길 22,구좌읍 행원리,33.5541344926351,126.811408160029,11
제주올레21코스,제주특별자치도 제주시 구좌읍 하도리 3204-1,구좌읍 하도리,33.5226740931334,126.864316096804,11
제주올레2코스,제주특별자치도 서귀포시 성산읍 고성리 2563-3,성산읍 고성리,33.433643180024,126.896952901533,11
제주올레3코스,제주특별자치도 서귀포시 표선면 하천리 87-1,표선면 하천리,33.3335532654557,126.844533463506,22
제주올레4코스,제주특별자치도 서귀포시 남원읍 태흥리 200-2,남원읍 태흥리,33.2997849654119,126.753578552075,11
제주올레5코스,제주특별자치도 서귀포시 남원읍 남태해안로 140,남원읍 남원리,33.2778173019586,126.719604623129,11
제주올레6코스,제주특별자치도 서귀포시 보목동 1377-4,보목동,33.2371501897263,126.596001249754,22
제주올레7-1코스,제주특별자치도 서귀포시 서호동 553-1,서호동,33.2678472135273,126.520104904348,11
제주올레7코스,제주특별자치도 서귀포시 서홍동 795-1,서홍동,33.2405417950496,126.548102419629,11
제주올레8코스,제주특별자치도 서귀포시 예래해안로 256,하예동,33.2365497628443,126.388752288545,11
제주올레9코스,제주특별자치도 서귀포시 안덕면 감산리 982-2,안덕면 감산리,33.2371162091586,126.361305838247,11
제주와싱톤,제주특별자치도 서귀포시 성산읍 신천서로50번길 22-56,성산읍 신천리,33.3419567620285,126.848748257201,12
제주용암수홍보관,제주특별자치도 제주시 구좌읍 일주동로 2706-27 (한동리) 오리온 제주용암수,구좌읍 한동리,33.5408120737136,126.81385658848,32
제주우리병원,제주특별자치도 제주시 중앙로 373,이도이동,33.488982016406,126.539666925704,33
제주우리병원,제주특별자치도 제주시 중앙로 373,이도이동,33.488982016406,126.539666925704,46
제주워터월드,제주특별자치도 서귀포시 월드컵로 33,법환동,33.2462193733057,126.509275340644,41
제주웨이브서핑,제주특별자치도 제주시 구좌읍 월정7길 44-1,구좌읍 월정리,33.5549291016112,126.796895755022,45
제주유리박물관,제주특별자치도 서귀포시 중산간서로 1403,상예동,33.2785138624525,126.37015741499,32
제주유리의성,제주특별자치도 제주시 한경면 녹차분재로 462,한경면 저지리,33.3146338680657,126.273662413462,32
제주인디,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,성산읍 삼달리,33.3849993747039,126.839859897606,23
제주인디,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,성산읍 삼달리,33.3849993747039,126.839859897606,46
제주인디,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,성산읍 삼달리,33.3849993747039,126.839859897606,52
제주일상식탁,제주특별자치도 서귀포시 남원읍 태위로 402,남원읍 위미리,33.2747243041682,126.690008340788,31
제주잠수함(국제리더스클럽),제주특별자치도 제주시 조천읍 조함해안로 321-21,조천읍 신흥리,33.5515338901689,126.652477115953,42
제주절물자연휴양림,제주특별자치도 제주시 명림로 584,봉개동,33.4400488067904,126.625203401207,22
제주제트,제주특별자치도 서귀포시 대포로 172-5,대포동,33.2384248440952,126.439453588153,42
제주조천스위스마을,제주특별자치도 제주시 조천읍 함와로 566-27,조천읍 와산리,33.4939459216843,126.676774382162,21
제주중앙성당,제주특별자치도 제주시 관덕로8길 14,삼도이동,33.5114980894163,126.52299842866,52
제주쥬티클럽,제주특별자치도 서귀포시 성산읍 신양로 113,성산읍 고성리,33.4367626972931,126.922073932336,42
제주참숯가마찜질방,제주특별자치도 서귀포시 성산읍 삼달로 47,성산읍 삼달리,33.3689980183077,126.863298247296,32
제주참숯가마찜질방,제주특별자치도 서귀포시 성산읍 삼달로 47,성산읍 삼달리,33.3689980183077,126.863298247296,46
제주추사관,제주특별자치도 서귀포시 대정읍 추사로 44,대정읍 안성리,33.2497961434763,126.278493950861,32
제주친구,제주특별자치도 서귀포시 동홍로 149,동홍동,33.261786771691,126.567075908683,41
제주카약,제주특별자치도 제주시 조천읍 평사길 19,조천읍 함덕리,33.5438029762681,126.673976069445,42
제주카트클럽,제주특별자치도 제주시 한림읍 중산간서로 3853,한림읍 월림리,33.3477236210953,126.256003135222,43
제주캠핑올레,제주도 서귀포시 표선면 토산망동로 15,표선면 토산리,33.3100465029198,126.781688554833,22
제주커피박물관바움Baum,제주특별자치도 서귀포시 성산읍 서성일로1168번길 89-17,성산읍 고성리,33.4398748219932,126.899211878809,32
제주컨트리클럽,제주특별자치도 제주시 영평동 2263-5,영평동,33.4303670043488,126.582307640104,46
제주코기네,제주특별자치도 제주시 조천읍 조함해안로 76-34,조천읍 조천리,33.5436253327449,126.639150404005,12
제주특별자치도도립미술관,제주특별자치도 제주시 1100로 2894-78,연동,33.4525500193362,126.489686090961,32
제주파인비치카라반,제주특별자치도 서귀포시 남원읍 태위로 976-10,남원읍 태흥리,33.2874746417276,126.748138828541,47
제주펫,제주특별자치도 서귀포시 남원읍 한신로531번길 22-3,남원읍 신흥리,33.3203988241268,126.745313444076,31
제주펫스쿨,제주특별자치도 서귀포시 대정읍 칠전로 438,대정읍 신도리,33.2863546363845,126.223095934532,12
제주펫스쿨,제주특별자치도 서귀포시 대정읍 칠전로 438,대정읍 신도리,33.2863546363845,126.223095934532,21
제주펫스쿨,제주특별자치도 서귀포시 대정읍 칠전로 438,대정읍 신도리,33.2863546363845,126.223095934532,45
제주펫스쿨,제주특별자치도 서귀포시 대정읍 칠전로 438,대정읍 신도리,33.2863546363845,126.223095934532,51
제주평화박물관(전쟁평화박물관)[휴관중],제주시 한경면 청수서5길 63,한경면 청수리,33.3058185911377,126.249548049838,32
제주플래티늄카라반,제주시 애월읍 하귀미수포길 5-8,애월읍 하귀2리,33.4834452845662,126.401406450408,42
제주하늘을날다(패러글라이딩),제주특별자치도 제주시 도남로17길 32 영산홍아파트 가동,도남동,33.4911356491329,126.53143833943,43
제주한라병원,제주특별자치도 제주시 도령로 65,연동,33.4902661749243,126.484919722369,33
제주한라병원,제주특별자치도 제주시 도령로 65,연동,33.4902661749243,126.484919722369,46
제주항국제크루즈터미널,제주특별자치도 제주시 임항로 191,건입동,33.5219764039135,126.543440319692,22
제주항공우주박물관,제주특별자치도 서귀포시 안덕면 녹차분재로 218 항곡우주박물관,안덕면 서광리,33.3042074038577,126.299661501283,32
제주항일기념관,제주특별자치도 제주시 조천읍 신북로 303,조천읍 조천리,33.5410272892201,126.640725487452,32
제주해바라기공방,제주특별자치도 제주시 구좌읍 김녕로17길 23,구좌읍 김녕리,33.5573656757692,126.75346268394,45
제주해양동물박물관,제주특별자치도 서귀포시 성산읍 서성일로 689-21,성산읍 수산리,33.4294862344343,126.855127407133,32
